nodeID,drug_name,x_id,cancer_gene,brite,mySamplingNumber,
Q8NBS9,AZD5582;IAP_7638;Ara-G,TXNDC5,FALSE,Chaperones and folding catalysts,99,
Q8NBT2,Afatinib,SPC24,FALSE,Chromosome and associated proteins,39,
Q8NBU5,Afatinib;Savolitinib,ATAD1,FALSE,Enzymes,19,
Q8NBX0,Savolitinib,SCCPDH,FALSE,none,70,
Q8NC56,Afatinib;IAP_5620;Savolitinib;AZD5582;Venetoclax;SB590885;IAP_7638,LEMD2,FALSE,Cytoskeleton proteins,100,
Q8NCA5,Afatinib,FAM98A,FALSE,none,38,
Q8NCG7,Savolitinib,DAGLB,FALSE,Enzymes,1,
Q8NCH0,SB590885;A-1155463,CHST14,FALSE,Glycosyltransferases,73,
Q8NCW5,SB590885;WH-4-023;IAP_7638,NAXE,FALSE,Enzymes,65,
Q8NDX5,Tivozanib,PHC3,FALSE,Chromosome and associated proteins,14,
Q8NE71,Afatinib,ABCF1,FALSE,Translation factors,28,
Q8NE86,GDC-0879;Afatinib;PLX-4720;Dabrafenib;SB590885,MCU,FALSE,Mitochondrial biogenesis,87,
Q8NEJ9,Savolitinib,NGDN,FALSE,Ribosome biogenesis,33,
Q8NEY8,SB590885;Dabrafenib;PLX-4720,PPHLN1,FALSE,Chromosome and associated proteins,30,
Q8NFH3,AZD5582,NUP43,FALSE,Messenger RNA biogenesis,18,
Q8NFH4,Dabrafenib,NUP37,FALSE,Messenger RNA biogenesis,36,
Q8NFH5,Dabrafenib;AZD5582;IAP_7638;Savolitinib,NUP35,FALSE,Messenger RNA biogenesis,65,
Q8NFQ8,SB590885;Afatinib;Venetoclax;AZD5582,TOR1AIP2,FALSE,Chaperones and folding catalysts,67,
Q8NHH9,Dabrafenib,ATL2,FALSE,Membrane trafficking,89,
Q8NHP8,Afatinib;Dabrafenib;TGX221,PLBD2,FALSE,none,1,
Q8NI27,Dabrafenib,THOC2,FALSE,Messenger RNA biogenesis,55,
Q8TAE8,Afatinib;Ara-G,GADD45GIP1,FALSE,none,89,
Q8TAF3,Imatinib,WDR48,FALSE,DNA repair and recombination proteins,42,
Q8TAQ2,Venetoclax;Savolitinib,SMARCC2,FALSE,Transcription machinery,30,
Q8TAT6,Afatinib;Dabrafenib;Crizotinib,NPLOC4,FALSE,Ribosome biogenesis,70,
Q8TB22,Savolitinib,SPATA20,FALSE,none,80,
Q8TB36,Afatinib,GDAP1,FALSE,Mitochondrial biogenesis,85,
Q8TB37,Afatinib,NUBPL,FALSE,Chromosome and associated proteins,56,
Q8TBA6,Afatinib;IAP_5620;AZD5582;PF-06747775;Lapatinib;IAP_7638,GOLGA5,FALSE,none,99,
Q8TBQ9,IAP_7638,TMEM167A,FALSE,none,9,
Q8TC12,AZD5582,RDH11,FALSE,Enzymes,48,
Q8TCC3,Afatinib;Ara-G,MRPL30,FALSE,Ribosome,20,
Q8TCS8,Afatinib;AZD4547;PD173074;PF-06747775,PNPT1,FALSE,Messenger RNA biogenesis,59,
Q8TD43,CAY10566,TRPM4,FALSE,Ion channels,48,
Q8TD55,Afatinib;Dabrafenib,PLEKHO2,FALSE,Domain-containing proteins not elsewhere classified,63,
Q8TDX7,AZD4547,NEK7,FALSE,Protein kinases,94,
Q8TEA8,Afatinib;Dabrafenib;PLX-4720;IAP_7638,DTD1,FALSE,Transfer RNA biogenesis,50,
Q8TED1,Afatinib;GSK269962A;TGX221;PD173074;Ponatinib;PF-06747775;Tivozanib;GSK429286A,GPX8,FALSE,Enzymes,14,
Q8TEM1,SB590885;Dabrafenib;PLX-4720;AZD5582,NUP210,FALSE,Messenger RNA biogenesis,86,
Q8TF01,PD173074,PNISR,FALSE,Spliceosome,64,
Q8WTV0,SB590885;GDC-0879;Dabrafenib;PLX-4720,SCARB1,FALSE,Membrane trafficking,12,
Q8WU39,Temozolomide,MZB1,FALSE,none,28,
Q8WU76,Nilotinib,SCFD2,FALSE,none,89,
Q8WU90,Crizotinib;Afatinib;IAP_7638;AZD5582,ZC3H15,FALSE,none,75,
Q8WUA2,Ara-G,PPIL4,FALSE,Spliceosome,71,
Q8WUF5,AZD5582,PPP1R13L,FALSE,none,54,
Q8WUM0,Dabrafenib;AZD5582;Savolitinib,NUP133,FALSE,Messenger RNA biogenesis,40,
Q8WUM4,Afatinib;Savolitinib;IAP_7638;AZD5582,PDCD6IP,FALSE,Membrane trafficking,23,
Q8WUM9,AC220,SLC20A1,FALSE,Transporters,95,
Q8WUY1,Afatinib;PF-06747775;PLX-4720;Savolitinib,THEM6,FALSE,none,71,
Q8WUY8,Crizotinib,NAT14,FALSE,none,8,
Q8WV74,Afatinib,NUDT8,FALSE,Enzymes,95,
Q8WVJ2,Afatinib;Savolitinib,NUDCD2,FALSE,none,63,
Q8WVM7,Savolitinib,STAG1,TRUE,Chromosome and associated proteins,50,
Q8WVQ1,Afatinib;PF-06747775,CANT1,FALSE,Enzymes,72,
Q8WW12,WH-4-023;Afatinib;GDC-0879;IAP_5620;AZD5582;Savolitinib;TGX221;SB590885;IAP_7638;Crizotinib,PCNP,FALSE,none,94,
Q8WWB7,SB590885;Dabrafenib,GLMP,FALSE,none,56,
Q8WWC4,AC220;Afatinib;PF-06747775;Savolitinib,MAIP1,FALSE,none,18,
Q8WWH5,Cabozantinib,TRUB1,FALSE,Transfer RNA biogenesis,71,
Q8WWM7,Afatinib;Savolitinib;AZD5582,ATXN2L,FALSE,Messenger RNA biogenesis,68,
Q8WWM9,WEHI-539,CYGB,FALSE,Transporters,17,
Q8WWY3,Venetoclax,PRPF31,FALSE,Spliceosome,65,
Q8WXF1,WH-4-023;TGX221,PSPC1,FALSE,Spliceosome,66,
Q8WXI7,PD173074,MUC16,FALSE,Membrane trafficking,26,
Q8WXI9,Dabrafenib;Venetoclax;Ara-G,GATAD2B,FALSE,Transcription factors,20,
Q8WXX5,AZD5582,DNAJC9,FALSE,Chaperones and folding catalysts,33,
Q8WYP5,Afatinib;Dabrafenib;AZD5582,AHCTF1,TRUE,none,79,
Q8WZA0,Afatinib;Crizotinib,LZIC,FALSE,none,53,
Q8WZA9,SB590885;IAP_5620;Venetoclax;IAP_7638,IRGQ,FALSE,none,96,
Q92466,Savolitinib,DDB2,FALSE,Ubiquitin system,12,
Q92499,Afatinib;IAP_5620;AZD5582;Venetoclax;IAP_7638,DDX1,FALSE,Spliceosome,48,
Q92506,Afatinib;PF-06747775,HSD17B8,FALSE,Enzymes,5,
Q92520,Afatinib;Venetoclax,FAM3C,FALSE,none,14,
Q92538,IAP_7638;AZD5582,GBF1,FALSE,Membrane trafficking,78,
Q92541,IAP_5620;IAP_7638;AZD5582,RTF1,FALSE,Transcription machinery,83,
Q92542,AZD5582,NCSTN,FALSE,none,71,
Q92544,Afatinib;Venetoclax,TM9SF4,FALSE,Exosome,59,
Q92552,SB590885;Afatinib;Savolitinib,MRPS27,FALSE,Ribosome,25,
Q92572,Afatinib;Dabrafenib;PF-06747775,AP3S1,FALSE,Membrane trafficking,93,
Q92575,SB590885;GDC-0879;Afatinib;PF-06747775,UBXN4,FALSE,none,80,
Q92597,Savolitinib,NDRG1,FALSE,Exosome,96,
Q92598,Crizotinib,HSPH1,FALSE,Chaperones and folding catalysts,92,
Q92614,PF-06747775,MYO18A,FALSE,Membrane trafficking,98,
Q92615,IAP_7638;AZD5582,LARP4B,TRUE,Messenger RNA biogenesis,39,
Q92618,AC220,ZNF516,FALSE,Transcription factors,97,
Q92621,Nilotinib;Savolitinib,NUP205,FALSE,Messenger RNA biogenesis,32,
Q92629,AZD6094,SGCD,FALSE,none,81,
Q92665,SB590885;Afatinib;AZD4547;PF-06747775,MRPS31,FALSE,Ribosome,53,
Q92667,Afatinib;AZD4547;Dabrafenib;PF-06747775,AKAP1,FALSE,Protein phosphatases and associated proteins,41,
Q92673,AZD5582,SORL1,FALSE,Membrane trafficking,90,
Q92688,Afatinib;IAP_7638;AZD5582,ANP32B,FALSE,Messenger RNA biogenesis,10,
Q92692,SB590885;GDC-0879;Dabrafenib,NECTIN2,FALSE,Cell adhesion molecules,96,
Q92734,Savolitinib;Crizotinib,TFG,FALSE,none,87,
Q92766,Linifanib,RREB1,FALSE,Transcription factors,64,
Q92769,Venetoclax;IAP_7638;AZD5582,HDAC2,FALSE,Chromosome and associated proteins,86,
Q92786,Savolitinib,PROX1,FALSE,Transcription factors,86,
Q92791,TGX221,P3H4,FALSE,Chaperones and folding catalysts,97,
Q92797,Savolitinib,SYMPK,FALSE,Transcription machinery,77,
Q92817,GSK429286A;Afatinib;AZD5582,EVPL,FALSE,Cytoskeleton proteins,83,
Q92820,Afatinib;Dabrafenib,GGH,FALSE,Peptidases and inhibitors,56,
Q92841,Afatinib;Venetoclax;Savolitinib,DDX17,FALSE,Spliceosome,60,
Q92876,IAP_7638,KLK6,FALSE,Peptidases and inhibitors,6,
Q92879,Dabrafenib,CELF1,FALSE,Spliceosome,27,
Q92890,Afatinib;PLX-4720;Savolitinib,UFD1,FALSE,Ribosome biogenesis,13,
Q92896,A-1155463;Savolitinib,GLG1,FALSE,none,32,
Q92900,Afatinib;IAP_7638;AZD5582,UPF1,FALSE,Messenger RNA biogenesis,8,
Q92905,Afatinib,COPS5,FALSE,Peptidases and inhibitors,13,
Q92922,Cabozantinib;Afatinib;Venetoclax;Ara-G,SMARCC1,FALSE,Transcription machinery,30,
Q92925,Afatinib;Dabrafenib;PF-06747775,SMARCD2,FALSE,Transcription machinery,7,
Q92930,Afatinib;TGX221;PLX-4720;Dabrafenib;PF-06747775,RAB8B,FALSE,Membrane trafficking,31,
Q92945,Afatinib;Savolitinib;IAP_7638;AZD5582,KHSRP,FALSE,Messenger RNA biogenesis,99,
Q92947,AZD5582,GCDH,FALSE,Enzymes,45,
Q92973,Afatinib;AZD5582;PF-06747775;IAP_7638;GSK429286A,TNPO1,FALSE,Messenger RNA biogenesis,57,
Q92974,Afatinib;PLX-4720;Dabrafenib;PF-06747775;Crizotinib,ARHGEF2,FALSE,Membrane trafficking,17,
Q93009,AZD5582,USP7,FALSE,Peptidases and inhibitors,55,
Q93050,SB590885;GDC-0879;Dabrafenib;PLX-4720,ATP6V0A1,FALSE,Exosome,28,
Q969G3,WEHI-539;Venetoclax;Ara-G;PDGFR_0615,SMARCE1,FALSE,Transcription machinery,33,
Q969H8,Dabrafenib,MYDGF,FALSE,none,69,
Q969P0,SB590885;GDC-0879;Dabrafenib;PLX-4720,IGSF8,FALSE,Exosome,74,
Q969Q5,Savolitinib,RAB24,FALSE,Membrane trafficking,32,
Q969T9,Dabrafenib;Savolitinib,WBP2,FALSE,Domain-containing proteins not elsewhere classified,44,
Q969X5,TGX221;AZD6094;Savolitinib,ERGIC1,FALSE,Membrane trafficking,38,
Q969X6,SB590885;Afatinib;Nilotinib,UTP4,FALSE,Ribosome biogenesis,35,
Q96A26,AZD5582,FAM162A,FALSE,none,81,
Q96A33,SB590885;Afatinib;Venetoclax,CCDC47,FALSE,Chaperones and folding catalysts,42,
Q96A35,SB590885;Ara-G,MRPL24,FALSE,Ribosome,65,
Q96AB3,Afatinib,ISOC2,FALSE,none,83,
Q96AE4,WEHI-539,FUBP1,FALSE,Messenger RNA biogenesis,54,
Q96AG4,Venetoclax,LRRC59,FALSE,none,22,
Q96AQ6,AZD5582,PBXIP1,FALSE,none,44,
Q96AT1,WEHI-539,KIAA1143,FALSE,none,66,
Q96AY3,Afatinib;AZD5582;TGX221;Pemetrexed;PF-06747775;AZD4547,FKBP10,FALSE,Chaperones and folding catalysts,42,
Q96B54,Afatinib;Ara-G,ZNF428,FALSE,none,7,
Q96C01,Savolitinib,FAM136A,FALSE,none,87,
Q96C19,Dabrafenib;PLX-4720;Crizotinib,EFHD2,FALSE,Domain-containing proteins not elsewhere classified,31,
Q96C86,SB590885;Dabrafenib,DCPS,FALSE,Messenger RNA biogenesis,10,
Q96C90,AC220,PPP1R14B,FALSE,Protein phosphatases and associated proteins,51,
Q96CG8,SB590885;PLX-4720,CTHRC1,FALSE,Cilium and associated proteins,16,
Q96CM8,Afatinib;PF-06747775,ACSF2,FALSE,Lipid biosynthesis proteins,42,
Q96CP2,AC220,FLYWCH2,FALSE,none,3,
Q96CS3,SB590885;Venetoclax,FAF2,FALSE,Messenger RNA biogenesis,8,
Q96CT7,Afatinib;AZD5582;PF-06747775;IAP_7638;Crizotinib,CCDC124,FALSE,none,19,
Q96CW1,SB590885;TGX221;Savolitinib,AP2M1,FALSE,Membrane trafficking,74,
Q96DA6,Afatinib;PF-06747775;Savolitinib,DNAJC19,FALSE,Chaperones and folding catalysts,72,
Q96DB5,Afatinib,RMDN1,FALSE,none,36,
Q96DC8,BIX-02188,ECHDC3,FALSE,none,39,
Q96DI7,GDC-0879;Savolitinib;PLX-4720;Dabrafenib;SB590885,SNRNP40,FALSE,Spliceosome,83,
Q96DV4,SB590885;Afatinib;Savolitinib,MRPL38,FALSE,Ribosome,42,
Q96E11,GDC-0879;Afatinib;PF-06747775,MRRF,FALSE,Translation factors,43,
Q96E39,Crizotinib;Savolitinib,RBMXL1,FALSE,none,62,
Q96EC8,Savolitinib,YIPF6,FALSE,Membrane trafficking,8,
Q96EE3,Savolitinib,SEH1L,FALSE,Messenger RNA biogenesis,32,
Q96EL3,Afatinib;TGX221;PF-06747775,MRPL53,FALSE,Ribosome,43,
Q96EP5,Crizotinib;WEHI-539;Savolitinib,DAZAP1,FALSE,Messenger RNA biogenesis,64,
Q96ES7,AC220,SGF29,FALSE,Transcription machinery,42,
Q96EV2,AC220,RBM33,FALSE,Domain-containing proteins not elsewhere classified,70,
Q96EY4,PDGFR_0615,TMA16,FALSE,Ribosome biogenesis,64,
Q96EY7,Afatinib;Savolitinib;PD173074;PF-06747775;AZD4547,PTCD3,FALSE,Mitochondrial biogenesis,48,
Q96F86,Savolitinib,EDC3,FALSE,Messenger RNA biogenesis,46,
Q96FQ6,Afatinib;PF-06747775,S100A16,FALSE,Domain-containing proteins not elsewhere classified,96,
Q96FS4,Afatinib;WEHI-539,SIPA1,FALSE,none,22,
Q96FV9,AZD5582,THOC1,FALSE,Messenger RNA biogenesis,100,
Q96FW1,Crizotinib;TGX221;IAP_7638;AZD5582,OTUB1,FALSE,Peptidases and inhibitors,1,
Q96G03,IAP_7638,PGM2,FALSE,Enzymes,1,
Q96G21,Savolitinib,IMP4,FALSE,Ribosome biogenesis,67,
Q96G23,Crizotinib,CERS2,FALSE,Enzymes,77,
Q96GC5,SB590885;Afatinib;PF-06747775;Ara-G,MRPL48,FALSE,Ribosome,39,
Q96GD0,Afatinib;TGX221;Venetoclax,PDXP,FALSE,Protein phosphatases and associated proteins,27,
Q96GD4,AZD5582,AURKB,FALSE,Protein kinases,74,
Q96GG9,GSK269962A;IAP_7638;AZD5582,DCUN1D1,FALSE,Ubiquitin system,33,
Q96GK7,SB590885;Afatinib;Dabrafenib;PLX-4720,FAHD2A,FALSE,none,41,
Q96GU1,Idelalisib,PAGE5,FALSE,none,61,
Q96GX5,Savolitinib,MASTL,FALSE,Protein kinases,64,
Q96HE7,Afatinib;IAP_5620;AZD5582;PF-06747775;Venetoclax;IAP_7638,ERO1A,FALSE,Enzymes,23,
Q96HP4,IAP_7638,OXNAD1,FALSE,none,93,
Q96HR3,Savolitinib,MED30,FALSE,Transcription machinery,10,
Q96HS1,CAY10566;Dabrafenib;PLX-4720,PGAM5,FALSE,Enzymes,6,
Q96HY6,Afatinib;PF-06747775,DDRGK1,FALSE,Ubiquitin system,37,
Q96HY7,Afatinib;PF-06747775,DHTKD1,FALSE,Mitochondrial biogenesis,40,
Q96I15,Savolitinib,SCLY,FALSE,Enzymes,98,
Q96I24,SB590885;Dabrafenib,FUBP3,FALSE,Messenger RNA biogenesis,5,
Q96I25,Dabrafenib,RBM17,FALSE,Spliceosome,77,
Q96I99,Dabrafenib,SUCLG2,FALSE,Exosome,93,
Q96IU4,Dabrafenib,ABHD14B,FALSE,Peptidases and inhibitors,50,
Q96IZ0,GSK429286A;AZD5582,PAWR,FALSE,none,74,
Q96J01,Dabrafenib;PLX-4720,THOC3,FALSE,Messenger RNA biogenesis,69,
Q96JB5,Afatinib;PF-06747775;Savolitinib,CDK5RAP3,FALSE,none,72,
Q96JJ7,TGX221;GSK429286A,TMX3,FALSE,Chaperones and folding catalysts,48,
Q96JM3,TGX221;Venetoclax,CHAMP1,FALSE,Chromosome and associated proteins,32,
Q96K17,Crizotinib,BTF3L4,FALSE,none,58,
Q96KA5,AZD5582,CLPTM1L,FALSE,none,56,
Q96KP4,SB590885;Dabrafenib,CNDP2,FALSE,Peptidases and inhibitors,93,
Q96KR1,Dabrafenib;AZD5582,ZFR,FALSE,Spliceosome,41,
Q96LJ7,Afatinib;PF-06747775,DHRS1,FALSE,Enzymes,34,
Q96ME7,TGX221;Venetoclax,ZNF512,FALSE,none,63,
Q96MX3,AC220,ZNF48,FALSE,none,14,
Q96N64,IAP_7638,PWWP2A,FALSE,Chromosome and associated proteins,52,
Q96P16,WH-4-023;Afatinib;TGX221;Venetoclax,RPRD1A,FALSE,Transcription machinery,55,
Q96PE7,WEHI-539,MCEE,FALSE,Enzymes,42,
Q96PK6,Afatinib;Dabrafenib;Savolitinib,RBM14,FALSE,none,40,
Q96PZ0,Venetoclax,PUS7,FALSE,Transfer RNA biogenesis,100,
Q96QC0,Dabrafenib,PPP1R10,FALSE,Protein phosphatases and associated proteins,95,
Q96QD8,Imatinib,SLC38A2,FALSE,Transporters,34,
Q96QD9,AZD5582,FYTTD1,FALSE,none,34,
Q96RP9,Afatinib;PF-06747775;Crizotinib,GFM1,FALSE,Translation factors,10,
Q96RQ3,Afatinib;PF-06747775,MCCC1,FALSE,Enzymes,35,
Q96S52,AZD5582,PIGS,FALSE,none,89,
Q96SI9,Dabrafenib;Venetoclax;Savolitinib,STRBP,FALSE,Spliceosome,32,
Q96ST2,Afatinib,IWS1,FALSE,Transcription machinery,93,
Q96ST3,Ara-G;Savolitinib,SIN3A,TRUE,Chromosome and associated proteins,62,
Q96T23,TGX221,RSF1,FALSE,Chromosome and associated proteins,22,
Q96T37,Dabrafenib;PLX-4720;Savolitinib,RBM15,FALSE,Messenger RNA biogenesis,82,
Q96T88,GSK1070916;Dabrafenib;Venetoclax;Ara-G,UHRF1,FALSE,Ubiquitin system,99,
Q96TA2,Crizotinib,YME1L1,FALSE,Peptidases and inhibitors,69,
Q96TC7,Venetoclax;Crizotinib,RMDN3,FALSE,Membrane trafficking,21,
Q99417,CAY10566,MYCBP,FALSE,Cilium and associated proteins,4,
Q99426,Afatinib;Venetoclax;PF-06747775,TBCB,FALSE,Cytoskeleton proteins,78,
Q99436,Afatinib;Savolitinib;Crizotinib,PSMB7,FALSE,Peptidases and inhibitors,64,
Q99439,SB590885;TGX221;IAP_7638;AZD5582,CNN2,FALSE,none,15,
Q99442,Savolitinib,SEC62,FALSE,Secretion system,61,
Q99447,SB590885;Dabrafenib,PCYT2,FALSE,Enzymes,76,
Q99459,Dabrafenib;IAP_7638;AZD5582,CDC5L,FALSE,Spliceosome,91,
Q99460,Afatinib;PF-06747775;LIMK1 inhibitor BMS4,PSMD1,FALSE,Proteasome,14,
Q99471,Afatinib;Savolitinib;TGX221;Crizotinib,PFDN5,FALSE,Chaperones and folding catalysts,32,
Q99496,Afatinib;Venetoclax,RNF2,FALSE,Ubiquitin system,40,
Q99497,Afatinib;AZD5582;PLX-4720;Dabrafenib;SB590885;IAP_7638;Crizotinib,PARK7,FALSE,Peptidases and inhibitors,58,
Q99523,SB590885;GDC-0879;Dabrafenib,SORT1,FALSE,none,93,
Q99536,GDC-0879;Afatinib;PLX-4720;Dabrafenib;PF-06747775;SB590885,VAT1,FALSE,Mitochondrial biogenesis,12,
Q99543,Savolitinib,DNAJC2,FALSE,Chaperones and folding catalysts,58,
Q99567,AZD5582,NUP88,FALSE,Messenger RNA biogenesis,43,
Q99569,Afatinib,PKP4,FALSE,none,85,
Q99584,Dabrafenib;AZD5582,S100A13,FALSE,Domain-containing proteins not elsewhere classified,77,
Q99590,Afatinib;Dabrafenib,SCAF11,FALSE,none,87,
Q99598,SB590885,TSNAX,FALSE,none,54,
Q99614,Afatinib;Dabrafenib;Savolitinib,TTC1,FALSE,Chaperones and folding catalysts,18,
Q99615,Afatinib;Ara-G,DNAJC7,FALSE,Chaperones and folding catalysts,48,
Q99623,AC220;Crizotinib,PHB2,FALSE,Mitochondrial biogenesis,37,
Q99627,Afatinib;Savolitinib;PF-06747775;AC220;IAP_7638,COPS8,FALSE,Ubiquitin system,31,
Q99653,Afatinib;IAP_7638;Dabrafenib;PLX-4720,CHP1,FALSE,Protein phosphatases and associated proteins,27,
Q99714,Dabrafenib,HSD17B10,FALSE,Mitochondrial biogenesis,65,
Q99733,Afatinib;IAP_5620;AZD5582;PLX-4720;Dabrafenib;SB590885;IAP_7638;Crizotinib,NAP1L4,FALSE,Chromosome and associated proteins,17,
Q99747,Afatinib,NAPG,FALSE,Membrane trafficking,100,
Q99797,Afatinib;PF-06747775,MIPEP,FALSE,Peptidases and inhibitors,56,
Q99798,WEHI-539,ACO2,FALSE,Enzymes,70,
Q99805,Afatinib;PF-06747775,TM9SF2,FALSE,Exosome,41,
Q99816,Dabrafenib,TSG101,FALSE,Membrane trafficking,63,
Q99829,PD173074,CPNE1,FALSE,Domain-containing proteins not elsewhere classified,38,
Q99832,Afatinib;IAP_5620;IAP_7638;AZD5582,CCT7,FALSE,Chaperones and folding catalysts,32,
Q99848,Afatinib;IAP_7638;AZD5582,EBNA1BP2,FALSE,Ribosome biogenesis,30,
Q99933,SB590885;AZD5582,BAG1,FALSE,Chaperones and folding catalysts,85,
Q99959,Afatinib;PF-06747775;GSK429286A,PKP2,FALSE,none,77,
Q99961,Afatinib;Savolitinib,SH3GL1,FALSE,Membrane trafficking,89,
Q9BPU6,TGX221;Lapatinib;Crizotinib,DPYSL5,FALSE,none,42,
Q9BPX3,Afatinib,NCAPG,FALSE,Chromosome and associated proteins,64,
Q9BPX5,Venetoclax,ARPC5L,FALSE,Membrane trafficking,58,
Q9BQ39,SB590885;GDC-0879;Dabrafenib;Savolitinib,DDX50,FALSE,Spliceosome,75,
Q9BQ48,Afatinib;Savolitinib,MRPL34,FALSE,Ribosome,58,
Q9BQ61,Afatinib;Savolitinib,TRIR,FALSE,DNA replication proteins,64,
Q9BQ69,TGX221,MACROD1,FALSE,Enzymes,27,
Q9BQ95,Afatinib,ECSIT,FALSE,Mitochondrial biogenesis,82,
Q9BQA1,Afatinib;TGX221,WDR77,FALSE,Spliceosome,10,
Q9BQC6,Afatinib,MRPL57,FALSE,none,68,
Q9BQE3,Dabrafenib;PLX-4720;Savolitinib,TUBA1C,FALSE,Messenger RNA biogenesis,76,
Q9BQE5,TL-2-105,APOL2,FALSE,none,68,
Q9BQP7,Afatinib,MGME1,FALSE,Mitochondrial biogenesis,94,
Q9BQS8,WEHI-539,FYCO1,FALSE,Membrane trafficking,7,
Q9BR76,WEHI-539;GSK269962A;Crizotinib,CORO1B,FALSE,Cytoskeleton proteins,82,
Q9BRA2,PLX-4720;Savolitinib,TXNDC17,FALSE,none,87,
Q9BRD0,Savolitinib;Ara-G,BUD13,FALSE,Spliceosome,44,
Q9BRJ2,Afatinib;AZD4547;PF-06747775,MRPL45,FALSE,none,36,
Q9BRP8,Crizotinib;PF-06747775;IAP_7638;AZD5582,PYM1,FALSE,Messenger RNA biogenesis,2,
Q9BRQ0,WEHI-539;Pemetrexed,PYGO2,FALSE,none,14,
Q9BRQ6,Afatinib;PF-06747775,CHCHD6,FALSE,Protein phosphatases and associated proteins,95,
Q9BRT3,Afatinib;PF-06747775,MIEN1,FALSE,none,88,
Q9BRX2,GSK429286A,PELO,FALSE,Messenger RNA biogenesis,62,
Q9BS26,Afatinib;IAP_7638;PF-06747775;AZD5582,ERP44,FALSE,Membrane trafficking,86,
Q9BSC4,Afatinib;Savolitinib,NOL10,FALSE,Ribosome biogenesis,89,
Q9BSD7,Venetoclax,NTPCR,FALSE,Enzymes,89,
Q9BSF4,Savolitinib,TIMM29,FALSE,none,69,
Q9BSH4,Afatinib,TACO1,FALSE,Mitochondrial biogenesis,10,
Q9BSH5,Afatinib;PF-06747775;GSK429286A,HDHD3,FALSE,none,76,
Q9BSJ8,TGX221;AZD5582;Savolitinib,ESYT1,FALSE,none,38,
Q9BT23,Temozolomide,LIMD2,FALSE,none,57,
Q9BT73,Crizotinib,PSMG3,FALSE,Proteasome,39,
Q9BT78,Afatinib;AZD5582,COPS4,FALSE,Ubiquitin system,41,
Q9BTD8,Savolitinib,RBM42,FALSE,Domain-containing proteins not elsewhere classified,71,
Q9BTE1,SB590885;Imatinib;Savolitinib,DCTN5,FALSE,Chromosome and associated proteins,28,
Q9BTE3,Afatinib;Venetoclax,MCMBP,FALSE,none,1,
Q9BTT0,Afatinib;TGX221;Savolitinib,ANP32E,FALSE,Chromosome and associated proteins,12,
Q9BTT6,Afatinib;PF-06747775,LRRC1,FALSE,none,96,
Q9BTU6,Dabrafenib,PI4K2A,FALSE,Membrane trafficking,50,
Q9BTV4,SB590885;TGX221;AZD5582;Crizotinib,TMEM43,FALSE,none,5,
Q9BTY7,Savolitinib,HGH1,FALSE,none,43,
Q9BU23,LIMK1 inhibitor BMS4;Dabrafenib;PLX-4720,LMF2,FALSE,none,65,
Q9BU61,IAP_7638;AZD5582,NDUFAF3,FALSE,Mitochondrial biogenesis,72,
Q9BU89,Savolitinib,DOHH,FALSE,Enzymes,50,
Q9BUB7,Savolitinib,TMEM70,FALSE,Mitochondrial biogenesis,24,
Q9BUF5,Afatinib;PF-06747775;GSK429286A,TUBB6,FALSE,Chromosome and associated proteins,32,
Q9BUJ2,Savolitinib,HNRNPUL1,FALSE,none,33,
Q9BUP3,Afatinib;Cetuximab;PF-06747775,HTATIP2,FALSE,Exosome,80,
Q9BUQ8,SB590885;Dabrafenib;PLX-4720;Savolitinib,DDX23,FALSE,Spliceosome,82,
Q9BUR5,Savolitinib,APOO,FALSE,Mitochondrial biogenesis,41,
Q9BUT1,Ara-G,BDH2,FALSE,Enzymes,88,
Q9BV23,Ara-G;Savolitinib,ABHD6,FALSE,Peptidases and inhibitors,40,
Q9BV36,SB590885;Dabrafenib,MLPH,FALSE,Membrane trafficking,84,
Q9BV38,Savolitinib,WDR18,FALSE,Ribosome biogenesis,40,
Q9BV40,Afatinib;Linifanib;PF-06747775,VAMP8,FALSE,Membrane trafficking,22,
Q9BV86,Afatinib,NTMT1,FALSE,Enzymes,52,
Q9BVA1,Venetoclax,TUBB2B,FALSE,Chromosome and associated proteins,33,
Q9BVC6,TGX221;Venetoclax,TMEM109,FALSE,none,89,
Q9BVG4,SB590885,PBDC1,FALSE,none,18,
Q9BVK6,Afatinib;IAP_5620;AZD5582;Venetoclax;IAP_7638,TMED9,FALSE,Membrane trafficking,92,
Q9BVP2,SB590885,GNL3,FALSE,Ribosome biogenesis,92,
Q9BVT8,AZD5582,TMUB1,FALSE,Ubiquitin system,87,
Q9BW27,SB590885;Savolitinib,NUP85,FALSE,Messenger RNA biogenesis,85,
Q9BWD1,Afatinib;Venetoclax,ACAT2,FALSE,Exosome,25,
Q9BWF3,Dabrafenib,RBM4,FALSE,Spliceosome,90,
Q9BWM7,Dabrafenib;TGX221;PLX-4720,SFXN3,FALSE,Mitochondrial biogenesis,23,
Q9BX68,Dabrafenib,HINT2,FALSE,none,9,
Q9BXI6,SB590885;Savolitinib,TBC1D10A,FALSE,Membrane trafficking,7,
Q9BXJ9,Afatinib,NAA15,FALSE,Chromosome and associated proteins,95,
Q9BXK5,Afatinib;IAP_5620;Savolitinib,BCL2L13,FALSE,none,71,
Q9BXP2,Dabrafenib;AZD5582,SLC12A9,FALSE,Transporters,91,
