nodeID;display name;name;shared name;canonical name;database identifier;description;node type;species;keggID;BRITEClass;number_of_nodes;number_of_edges;average_degree;degree_1_alters;degree_2_alters
151871;abgT;511145.b1336;511145.b1336;P46133;511145.b1336;P-aminobenzoyl-glutamate transporter, Essential for aminobenzoyl-glutamate utilization. It catalyzes the concentration-dependent uptake of p-aminobenzoyl- glutamate (PABA-GLU) into the cell and allows accumulation of PABA-GLU to a concentration enabling AbgAB to catalyze cleavage into p- aminobenzoate and glutamate. It seems also to increase the sensitivity to low levels of aminobenzoyl-glutamate. May actually serve physiologically as a transporter for some other molecule, perhaps a dipeptide, and that it transports p-aminobenzoyl-glutamate as a secondary activity. The physiological role of abgABT should be clarified.;protein;Escherichia coli K12;eco:b1336;none;26.0;81.0;3.1153846153846154;5.0;20.0
149126;abgB;511145.b1337;511145.b1337;P76052;511145.b1337;P-aminobenzoyl-glutamate hydrolase, B subunit, Component of the p-aminobenzoyl-glutamate hydrolase multicomponent enzyme system which catalyzes the cleavage of p- aminobenzoyl-glutamate (PABA-GLU) to form p-aminobenzoate (PABA) and glutamate. AbgAB does not degrade dipeptides and the physiological role of abgABT should be clarified.;protein;Escherichia coli K12;eco:b1337;Peptidases and inhibitors;17.0;26.0;1.5294117647058822;5.0;11.0
149129;abgA;511145.b1338;511145.b1338;P77357;511145.b1338;P-aminobenzoyl-glutamate hydrolase, A subunit, Component of the p-aminobenzoyl-glutamate hydrolase multicomponent enzyme system which catalyzes the cleavage of p- aminobenzoyl-glutamate (PABA-GLU) to form p-aminobenzoate (PABA) and glutamate. AbgAB does not degrade dipeptides and the physiological role of abgABT should be clarified, Belongs to the peptidase M20 family.;protein;Escherichia coli K12;eco:b1338;Peptidases and inhibitors;13.0;19.0;1.4615384615384615;4.0;8.0
151760;abgR;511145.b1339;511145.b1339;P77744;511145.b1339;Putative DNA-binding transcriptional regulator of abgABT operon, Could be the regulator of the abg operon, Belongs to the LysR transcriptional regulatory family.;protein;Escherichia coli K12;eco:b1339;Transcription factors;15.0;22.0;1.4666666666666666;4.0;10.0
148631;smrA;511145.b1340;511145.b1340;P76053;511145.b1340;DNA endonuclease, Has DNA endonuclease activity. Binds DNA.;protein;Escherichia coli K12;eco:b1340;none;54.0;1379.0;25.537037037037038;1.0;52.0
147608;ydaM;511145.b1341;511145.b1341;P77302;511145.b1341;Diguanylate cyclase, csgD regulator, Part of a signaling cascade that regulates curli biosynthesis. The cascade is composed of two cyclic-di-GMP (c-di-GMP) control modules, in which c-di-GMP controlled by the DgcE/PdeH pair (module I) regulates the activity of the DgcM/PdeR pair (module II), which in turn regulates activity of the transcription factor MlrA and expression of the master biofilm regulator csgD . DgcM stimulates activity of MlrA by direct interaction, leading to the transcription of csgD. It also catalyzes the synthesis of c-di-GMP via the condensation of 2 GTP molecules, which contributes to the c-di-GMP pool generated by module I in a positive feedback loop. Production of c-di-GMP contributes to but is not essential for MlrA activation .;protein;Escherichia coli K12;eco:b1341;Enzymes;128.0;607.0;4.7421875;21.0;106.0
150185;ydaN;511145.b1342;511145.b1342;P64423;511145.b1342;Putative Zn(II) transporter, Mediates efflux of zinc ions.;protein;Escherichia coli K12;eco:b1342;Transporters;9.0;13.0;1.4444444444444444;2.0;6.0
149312;dbpA;511145.b1343;511145.b1343;P21693;511145.b1343;ATP-dependent RNA helicase, specific for 23S rRNA, DEAD-box RNA helicase involved in the assembly of the 50S ribosomal subunit. Has an RNA-dependent ATPase activity, which is specific for 23S rRNA, and a 3' to 5' RNA helicase activity that uses the energy of ATP hydrolysis to destabilize and unwind short rRNA duplexes. Requires a single-stranded RNA loading site on the 3' side of the substrate helix. ECO:0000269|PubMed:11350034, ECO:0000269|PubMed:11574482, ECO:0000269|PubMed:15910005, ECO:0000269|PubMed:18237742, ECO:0000269|PubMed:19734347, ECO:0000269|PubMed:20160110, ECO:0000269|PubMed:8253085, ECO:0000269|PubMed:9016593,;protein;Escherichia coli K12;eco:b1343;Ribosome biogenesis;1.0;0.0;0.0;0.0;0.0
147716;ttcA;511145.b1344;511145.b1344;P76055;511145.b1344;tRNA s(2)C32 thioltransferase, iron sulfur cluster protein, Catalyzes the ATP-dependent 2-thiolation of cytidine in position 32 of tRNA, to form 2-thiocytidine (s(2)C32). The sulfur atoms are provided by the cysteine/cysteine desulfurase (IscS) system. , Belongs to the TtcA family.;protein;Escherichia coli K12;eco:b1344;Transfer RNA biogenesis;68.0;206.0;3.0294117647058822;8.0;59.0
153170;intR;511145.b1345;511145.b1345;P76056;511145.b1345;Rac prophage, Integrase is necessary for integration of the phage into the host genome by site-specific recombination. In conjunction with excisionase, integrase is also necessary for excision of the prophage from the host genome (By similarity).;protein;Escherichia coli K12;eco:b1345;none;31.0;58.0;1.8709677419354838;4.0;26.0
153584;ydaQ;511145.b1346;511145.b1346;P76057;511145.b1346;Rac prophage, Putative lambdoid prophage Rac excisionase;protein;Escherichia coli K12;eco:b1346;none;30.0;61.0;2.033333333333333;6.0;23.0
153707;ydaC;511145.b1347;511145.b1347;P33230;511145.b1347;DUF1187 family protein, Rac prophage, Helps to maintain the integrity of the chromosome by lowering the steady-state level of double strand breaks . This region of DNA acts as an antitoxin to toxin RalR, a DNase, but it seems to be sRNA RalA that has the antitoxin activity and not this putative protein. Therefore the identity of this as a protein-coding gene has been cast into doubt .;protein;Escherichia coli K12;eco:b1347;Prokaryotic defense system;26.0;69.0;2.6538461538461537;6.0;19.0
148634;ralR;511145.b1348;511145.b1348;P33229;511145.b1348;Rac prophage, Toxic component of a type I toxin-antitoxin (TA) system. Upon overexpression inhibits growth and reduces colony-forming units in both the presence and absence of the Rac prophage, cells become filamentous. Has deoxyribonuclease activity (probably endonucleolytic), does not digest RNA. Its toxic effects are neutralized by sRNA antitoxin RalA, which is encoded in trans on the opposite DNA strand . Has RAL-like activity .;protein;Escherichia coli K12;eco:b1348;Prokaryotic defense system;34.0;79.0;2.323529411764706;10.0;23.0
151880;recT;511145.b1349;511145.b1349;P33228;511145.b1349;Rac prophage, Binds to single-stranded DNA and also promotes the renaturation of complementary single-stranded DNA. Function in recombination. Has a function similar to that of lambda RedB.;protein;Escherichia coli K12;eco:b1349;DNA repair and recombination proteins;119.0;967.0;8.126050420168067;6.0;112.0
148718;recE;511145.b1350;511145.b1350;P15032;511145.b1350;Rac prophage, Is involved in the RecE pathway of recombination. Catalyzes the degradation of double-stranded DNA. Acts progressively in a 5' to 3' direction, releasing 5'-phosphomononucleotides. Has a strong preference for linear duplex substrate DNA and appears to be unable to initiate degradation from single-stranded breaks in DNA.;protein;Escherichia coli K12;eco:b1350;DNA repair and recombination proteins;125.0;892.0;7.136;10.0;114.0
151886;racC;511145.b1351;511145.b1351;P15033;511145.b1351;RacC protein;protein;Escherichia coli K12;eco:b1351;none;24.0;62.0;2.5833333333333335;5.0;18.0
151889;kilR;511145.b1352;511145.b1352;P38393;511145.b1352;Killing protein, Rac prophage, Causes inhibition of cell division. At high levels of expression, can also abolish the rod shape of the cells. Division inhibition by KilR can be relieved by overexpression of the cell division protein FtsZ.;protein;Escherichia coli K12;eco:b1352;none;32.0;60.0;1.875;8.0;23.0
151874;sieB;511145.b1353;511145.b1353;P38392;511145.b1353;Phage superinfection exclusion protein;protein;Escherichia coli K12;eco:b1353;none;1.0;0.0;0.0;0.0;0.0
151862;ydaG;511145.b1355;511145.b1355;P76061;511145.b1355;Rac prophage, uncharacterized protein;protein;Escherichia coli K12;eco:b1355;none;8.0;11.0;1.375;1.0;6.0
151847;racR;511145.b1356;511145.b1356;P76062;511145.b1356;Rac prophage, Repressor protein for rac prophage.;protein;Escherichia coli K12;eco:b1356;none;15.0;26.0;1.7333333333333334;4.0;10.0
151895;ydaS;511145.b1357;511145.b1357;P76063;511145.b1357;Rac prophage, putative DNA-binding transcriptional regulator;protein;Escherichia coli K12;eco:b1357;none;18.0;32.0;1.7777777777777777;5.0;12.0
151898;ydaT;511145.b1358;511145.b1358;P76064;511145.b1358;Rac prophage, uncharacterized protein;protein;Escherichia coli K12;eco:b1358;none;9.0;14.0;1.5555555555555556;4.0;4.0
151901;ydaU;511145.b1359;511145.b1359;P76065;511145.b1359;Rac prophage, conserved protein;protein;Escherichia coli K12;eco:b1359;none;8.0;13.0;1.625;3.0;4.0
151904;ydaV;511145.b1360;511145.b1360;P77546;511145.b1360;Rac prophage, Putative DNA replication factor;protein;Escherichia coli K12;eco:b1360;none;11.0;16.0;1.4545454545454546;3.0;7.0
151910;trkG;511145.b1363;511145.b1363;P23849;511145.b1363;Rac prophage, Low-affinity potassium transport system. Interacts with Trk system potassium uptake protein TrkA. Requires TrkE (sapD) for maximal transport activity, low activity is seen in its absence, no further stimulation is seen with SapF . Transport in the absence of SapD is dependent on a high membrane potential and a high cytoplasmic ATP concentration, suggesting this protein may be able to interact with other ATP-binding proteins . Can transport potassium and rubidium .;protein;Escherichia coli K12;eco:b1363;Transporters;51.0;175.0;3.4313725490196076;4.0;46.0
153593;ynaK;511145.b1365;511145.b1365;P76068;511145.b1365;Rac prophage, conserved protein;protein;Escherichia coli K12;eco:b1365;none;1.0;0.0;0.0;0.0;0.0
149351;insH1-5;511145.b1370;511145.b1370;P76071;511145.b1370;Transposase InsH for insertion sequence element IS5Y, Involved in the transposition of the insertion sequence IS5.;protein;Escherichia coli K12;eco:b1370;none;2.0;1.0;0.5;1.0;0.0
151094;stfR;511145.b1372;511145.b1372;P76072;511145.b1372;Rac prophage, putative tail fiber protein, Belongs to the tail fiber family.;protein;Escherichia coli K12;eco:b1372;none;42.0;82.0;1.9523809523809523;6.0;35.0
152084;tfaR;511145.b1373;511145.b1373;P77163;511145.b1373;Rac prophage, Tail fiber assembly protein homolog from lambdoid prophage Rac, Belongs to the tfa family.;protein;Escherichia coli K12;eco:b1373;none;22.0;43.0;1.9545454545454546;8.0;13.0
148772;pinR;511145.b1374;511145.b1374;P0ADI0;511145.b1374;Rac prophage, putative site-specific recombinase;protein;Escherichia coli K12;eco:b1374;none;16.0;34.0;2.125;6.0;9.0
152099;ynaE;511145.b1375;511145.b1375;P76073;511145.b1375;Cold shock protein, Rac prophage;protein;Escherichia coli K12;eco:b1375;none;20.0;38.0;1.9;7.0;12.0
151937;uspF;511145.b1376;511145.b1376;P37903;511145.b1376;Universal stress protein F, Pseudogene, prophage Rac integration site ttcA duplication,Phage or Prophage Related;protein;Escherichia coli K12;eco:b1376;none;29.0;68.0;2.3448275862068964;6.0;22.0
152408;ompN;511145.b1377;511145.b1377;P77747;511145.b1377;Outer membrane pore protein N, non-specific, Forms pores that allow passive diffusion of small molecules across the outer membrane (By similarity). Non-specific porin.;protein;Escherichia coli K12;eco:b1377;Transporters;178.0;2165.0;12.162921348314606;7.0;170.0
143960;pfo;511145.b1378;511145.b1378;P52647;511145.b1378;Pyruvate-flavodoxin oxidoreductase, Oxidoreductase required for the transfer of electrons from pyruvate to flavodoxin.;protein;Escherichia coli K12;eco:b1378;Enzymes;953.0;10616.0;11.139559286463799;116.0;836.0
148283;hslJ;511145.b1379;511145.b1379;P52644;511145.b1379;Heat-inducible lipoprotein involved in novobiocin resistance, Heat shock protein hslJ, Protein involved in response to temperature stimulus;protein;Escherichia coli K12;eco:b1379;none;1.0;0.0;0.0;0.0;0.0
143579;ldhA;511145.b1380;511145.b1380;P52643;511145.b1380;Fermentative D-lactate dehydrogenase, NAD-dependent, Fermentative lactate dehydrogenase, Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family.;protein;Escherichia coli K12;eco:b1380;Enzymes;345.0;3367.0;9.759420289855072;32.0;312.0
151940;ydbH;511145.b1381;511145.b1381;P52645;511145.b1381;Putative membrane-anchored protein, function unknown;protein;Escherichia coli K12;eco:b1381;none;69.0;192.0;2.782608695652174;12.0;56.0
151934;ynbE;511145.b1382;511145.b1382;P64448;511145.b1382;Lipoprotein;protein;Escherichia coli K12;eco:b1382;none;13.0;27.0;2.076923076923077;2.0;10.0
151928;ydbL;511145.b1383;511145.b1383;P76076;511145.b1383;DUF1318 family protein;protein;Escherichia coli K12;eco:b1383;none;13.0;27.0;2.076923076923077;2.0;10.0
151922;feaR;511145.b1384;511145.b1384;Q47129;511145.b1384;Transcriptional activator for tynA and feaB, Positive regulator of tynA/maoA and feaB/padA, the genes for 2-phenylethylamine catabolism.;protein;Escherichia coli K12;eco:b1384;Transcription factors;25.0;42.0;1.68;3.0;21.0
143924;feaB;511145.b1385;511145.b1385;P80668;511145.b1385;Phenylacetaldehyde dehydrogenase, Acts almost equally well on phenylacetaldehyde, 4- hydroxyphenylacetaldehyde and 3,4-dihydroxyphenylacetaldehyde.;protein;Escherichia coli K12;eco:b1385;Enzymes;46.0;169.0;3.6739130434782608;5.0;40.0
144056;tynA;511145.b1386;511145.b1386;P46883;511145.b1386;Tyramine oxidase, copper-requiring, The enzyme prefers aromatic over aliphatic amines, Belongs to the copper/topaquinone oxidase family.;protein;Escherichia coli K12;eco:b1386;Enzymes;113.0;712.0;6.300884955752212;9.0;103.0
143948;paaZ;511145.b1387;511145.b1387;P77455;511145.b1387;oxepin-CoA hydrolase and 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase, Catalyzes the hydrolytic ring cleavage of 2-oxepin-2(3H)- ylideneacetyl-CoA (oxepin-CoA) via the open-chain aldehyde intermediate to yield 3-oxo-5,6-dehydrosuberyl-CoA. The enzyme consists of a C- terminal (R)-specific enoyl-CoA hydratase domain (formerly MaoC) that cleaves the ring and produces the highly reactive 3-oxo-5,6- dehydrosuberyl-CoA semialdehyde and an N-terminal NADP-dependent aldehyde dehydrogenase domain that oxidizes the aldehyde to 3-oxo-5,6- dehydrosuberyl-CoA. Can also use crotonyl-CoA as substrate.;protein;Escherichia coli K12;eco:b1387;Enzymes;69.0;295.0;4.27536231884058;15.0;53.0
143255;paaA;511145.b1388;511145.b1388;P76077;511145.b1388;Ring 1,2-phenylacetyl-CoA epoxidase subunit, Component of 1,2-phenylacetyl-CoA epoxidase multicomponent enzyme system which catalyzes the reduction of phenylacetyl-CoA (PA- CoA) to form 1,2-epoxyphenylacetyl-CoA. The subunit A is the catalytic subunit involved in the incorporation of one atom of molecular oxygen into phenylacetyl-CoA. ECO:0000269|PubMed:20660314, ECO:0000269|PubMed:21247899,;protein;Escherichia coli K12;eco:b1388;Enzymes;48.0;224.0;4.666666666666667;14.0;33.0
143264;paaB;511145.b1389;511145.b1389;P76078;511145.b1389;Putative ring 1,2-phenylacetyl-CoA epoxidase subunit, Component of 1,2-phenylacetyl-CoA epoxidase multicomponent enzyme system which catalyzes the reduction of phenylacetyl-CoA (PA- CoA) to form 1,2-epoxyphenylacetyl-CoA. The subunit B may play a regulatory role or be directly involved in electron transport.;protein;Escherichia coli K12;eco:b1389;none;36.0;173.0;4.805555555555555;13.0;22.0
